"№";"Название";"Username";"Тип";"Подписчики";"ER %";"Ср. охват";"Цена поста";"CPM";"Категория";"Ссылка Telegram";"Ссылка TGStat";"Описание"
"5682";"1 181";"myonlinelife";"Канал";"N/A";"30 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/myonlinelife";"https://tgstat.ru/channel/@myonlinelife";""
"5683";"1 181";"avicennamizac";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/avicennamizac";"https://tgstat.ru/channel/@avicennamizac";""
"5684";"1 181";"natalykitai";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/natalykitai";"https://tgstat.ru/channel/@natalykitai";""
"5685";"1 181";"optimacros";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/optimacros";"https://tgstat.ru/channel/@optimacros";""
"5686";"1 180";"rsmelov";"Канал";"N/A";"55 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/rsmelov";"https://tgstat.ru/channel/@rsmelov";""
"5687";"1 180";"shlyakhovbz";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/shlyakhovbz";"https://tgstat.ru/channel/@shlyakhovbz";""
"5688";"1 180";"scs_group";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/scs_group";"https://tgstat.ru/channel/@scs_group";""
"5689";"1 180";"invest_inbrazil";"Канал";"N/A";"21 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/invest_inbrazil";"https://tgstat.ru/channel/@invest_inbrazil";""
"5690";"1 180";"FilippovAndrei";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/FilippovAndrei";"https://tgstat.ru/channel/@FilippovAndrei";""
"5691";"1 180";"MonitoringRomanova";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/MonitoringRomanova";"https://tgstat.ru/channel/@MonitoringRomanova";""
"5692";"1 179";"tpprostov";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/tpprostov";"https://tgstat.ru/channel/@tpprostov";""
"5693";"1 178";"zurukinpartners";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/zurukinpartners";"https://tgstat.ru/channel/@zurukinpartners";""
"5694";"1 178";"terebro";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/terebro";"https://tgstat.ru/channel/@terebro";""
"5695";"1 178";"sibiryachkasushisell";"Канал";"N/A";"24 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/sibiryachkasushisell";"https://tgstat.ru/channel/@sibiryachkasushisell";""
"5696";"1 177";"anina_telezhka";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/anina_telezhka";"https://tgstat.ru/channel/@anina_telezhka";""
"5697";"1 177";"robertgasp";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/robertgasp";"https://tgstat.ru/channel/@robertgasp";""
"5698";"1 177";"club_women_iam";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/club_women_iam";"https://tgstat.ru/channel/@club_women_iam";""
"5699";"1 176";"rework_inhome";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/rework_inhome";"https://tgstat.ru/channel/@rework_inhome";""
"5700";"1 176";"dag_kovka";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/dag_kovka";"https://tgstat.ru/channel/@dag_kovka";""
"5701";"1 175";"NarminaVelievaLife";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/NarminaVelievaLife";"https://tgstat.ru/channel/@NarminaVelievaLife";""
"5702";"1 175";"internationalstudent1";"Канал";"N/A";"28 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/internationalstudent1";"https://tgstat.ru/channel/@internationalstudent1";""
"5703";"1 175";"kritbi";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/kritbi";"https://tgstat.ru/channel/@kritbi";""
"5704";"1 173";"droit_facile";"Канал";"N/A";"24 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/droit_facile";"https://tgstat.ru/channel/@droit_facile";""
"5705";"1 173";"TochkaRostakzn";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/TochkaRostakzn";"https://tgstat.ru/channel/@TochkaRostakzn";""
"5706";"1 173";"pro_samigullin";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/pro_samigullin";"https://tgstat.ru/channel/@pro_samigullin";""
"5707";"1 173";"kaleginnikita";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/kaleginnikita";"https://tgstat.ru/channel/@kaleginnikita";""
"5708";"1 173";"businessdjoz";"Канал";"N/A";"31 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/businessdjoz";"https://tgstat.ru/channel/@businessdjoz";""
"5709";"1 172";"FranchCamp_ru";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/FranchCamp_ru";"https://tgstat.ru/channel/@FranchCamp_ru";""
"5710";"1 171";"Faberlic_Brilliant";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Faberlic_Brilliant";"https://tgstat.ru/channel/@Faberlic_Brilliant";""
"5711";"1 171";"KV7sBhorpI03OTQy";"Канал";"N/A";"57 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/KV7sBhorpI03OTQy";"https://tgstat.ru/channel/KV7sBhorpI03OTQy";""
"5712";"1 171";"yuliyafrilans";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/yuliyafrilans";"https://tgstat.ru/channel/@yuliyafrilans";""
"5713";"1 170";"be_trained";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/be_trained";"https://tgstat.ru/channel/@be_trained";""
"5714";"1 170";"semin_dmitriy";"Канал";"N/A";"20 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/semin_dmitriy";"https://tgstat.ru/channel/@semin_dmitriy";""
"5715";"1 169";"TatianaSizovaLive";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/TatianaSizovaLive";"https://tgstat.ru/channel/@TatianaSizovaLive";""
"5716";"1 169";"bestprosm";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bestprosm";"https://tgstat.ru/channel/@bestprosm";""
"5717";"1 168";"bizenergetics";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bizenergetics";"https://tgstat.ru/channel/@bizenergetics";""
"5718";"1 168";"KORUScommunity_1c";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/KORUScommunity_1c";"https://tgstat.ru/channel/@KORUScommunity_1c";""
"5719";"1 168";"cpadoor";"Канал";"N/A";"38 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/cpadoor";"https://tgstat.ru/channel/@cpadoor";""
"5720";"1 168";"rBCoo96iAa0zNTIy";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/rBCoo96iAa0zNTIy";"https://tgstat.ru/channel/rBCoo96iAa0zNTIy";""
"5721";"1 167";"kachprodu";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/kachprodu";"https://tgstat.ru/channel/@kachprodu";""
"5722";"1 167";"shkarovbiz";"Канал";"N/A";"16 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/shkarovbiz";"https://tgstat.ru/channel/@shkarovbiz";""
"5723";"1 167";"woodchicsuper";"Канал";"N/A";"11 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/woodchicsuper";"https://tgstat.ru/channel/@woodchicsuper";""
"5724";"1 166";"kruginamp";"Канал";"N/A";"19 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/kruginamp";"https://tgstat.ru/channel/@kruginamp";""
"5725";"1 166";"z-ghM5kx8TI4ZDcy";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/z-ghM5kx8TI4ZDcy";"https://tgstat.ru/channel/z-ghM5kx8TI4ZDcy";""
"5726";"1 166";"ailovechemistry";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ailovechemistry";"https://tgstat.ru/channel/@ailovechemistry";""
"5727";"1 166";"mofl_co";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/mofl_co";"https://tgstat.ru/channel/@mofl_co";""
"5728";"1 165";"artfreedman";"Канал";"N/A";"26 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/artfreedman";"https://tgstat.ru/channel/@artfreedman";""
"5729";"1 165";"wild_express1";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/wild_express1";"https://tgstat.ru/channel/@wild_express1";""
"5730";"1 165";"vstrechisaratov";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/vstrechisaratov";"https://tgstat.ru/channel/@vstrechisaratov";""
"5731";"1 165";"4dzg1_tA6ZNmN2Zi";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/4dzg1_tA6ZNmN2Zi";"https://tgstat.ru/channel/4dzg1_tA6ZNmN2Zi";""
"5732";"1 164";"kristofor_myhome";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/kristofor_myhome";"https://tgstat.ru/channel/@kristofor_myhome";""
"5733";"1 164";"fishkibeautybiz";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/fishkibeautybiz";"https://tgstat.ru/channel/@fishkibeautybiz";""
"5734";"1 164";"dcpvFl8AxY0wOTQy";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/dcpvFl8AxY0wOTQy";"https://tgstat.ru/channel/dcpvFl8AxY0wOTQy";""
"5735";"1 163";"pr_monstrik_work";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/pr_monstrik_work";"https://tgstat.ru/channel/@pr_monstrik_work";""
"5736";"1 162";"compassavtoleasing";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/compassavtoleasing";"https://tgstat.ru/channel/@compassavtoleasing";""
"5737";"1 162";"andypunks";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/andypunks";"https://tgstat.ru/channel/@andypunks";""
"5738";"1 162";"london_auto";"Канал";"N/A";"27 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/london_auto";"https://tgstat.ru/channel/@london_auto";""
"5739";"1 162";"mirmarketplace_expert";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/mirmarketplace_expert";"https://tgstat.ru/channel/@mirmarketplace_expert";""
"5740";"1 161";"managerza1kk";"Канал";"N/A";"22 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/managerza1kk";"https://tgstat.ru/channel/@managerza1kk";""
"5741";"1 161";"cardsmoneykpi";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/cardsmoneykpi";"https://tgstat.ru/channel/@cardsmoneykpi";""
"5742";"1 161";"siuyl0nozKcwMGMy";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/siuyl0nozKcwMGMy";"https://tgstat.ru/channel/siuyl0nozKcwMGMy";""
"5743";"1 161";"magic_wb_ozon";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/magic_wb_ozon";"https://tgstat.ru/channel/@magic_wb_ozon";""
"5744";"1 160";"utksevsu";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/utksevsu";"https://tgstat.ru/channel/@utksevsu";""
"5745";"1 160";"gorodtaobao";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/gorodtaobao";"https://tgstat.ru/channel/@gorodtaobao";""
"5746";"1 159";"realitywbshniki";"Канал";"N/A";"58 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/realitywbshniki";"https://tgstat.ru/channel/@realitywbshniki";""
"5747";"1 159";"albina_listishenko_1";"Канал";"N/A";"11 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/albina_listishenko_1";"https://tgstat.ru/channel/@albina_listishenko_1";""
"5748";"1 159";"lantamarketing";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/lantamarketing";"https://tgstat.ru/channel/@lantamarketing";""
"5749";"1 158";"valeriyamarenich";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/valeriyamarenich";"https://tgstat.ru/channel/@valeriyamarenich";""
"5750";"1 158";"andrianov_yandex";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/andrianov_yandex";"https://tgstat.ru/channel/@andrianov_yandex";""
"5751";"1 158";"flora_mihaylova";"Канал";"N/A";"30 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/flora_mihaylova";"https://tgstat.ru/channel/@flora_mihaylova";""
"5752";"1 158";"flowspeed";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/flowspeed";"https://tgstat.ru/channel/@flowspeed";""
"5753";"1 158";"samo_knigi";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/samo_knigi";"https://tgstat.ru/channel/@samo_knigi";""
"5754";"1 158";"katerina_bendik";"Канал";"N/A";"27 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/katerina_bendik";"https://tgstat.ru/channel/@katerina_bendik";""
"5755";"1 158";"Hide_MR_Group";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Hide_MR_Group";"https://tgstat.ru/channel/@Hide_MR_Group";""
"5756";"1 157";"thaiflora";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/thaiflora";"https://tgstat.ru/channel/@thaiflora";""
"5757";"1 157";"EvP04JoeDzFlMjdi";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/EvP04JoeDzFlMjdi";"https://tgstat.ru/channel/EvP04JoeDzFlMjdi";""
"5758";"1 156";"buh_consulting_accounting";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/buh_consulting_accounting";"https://tgstat.ru/channel/@buh_consulting_accounting";""
"5759";"1 156";"humaninyou";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/humaninyou";"https://tgstat.ru/channel/@humaninyou";""
"5760";"1 156";"accelerator_bmstu";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/accelerator_bmstu";"https://tgstat.ru/channel/@accelerator_bmstu";""
"5761";"1 156";"faunderskaya";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/faunderskaya";"https://tgstat.ru/channel/@faunderskaya";""
"5762";"1 155";"start_sweronika_rabota";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/start_sweronika_rabota";"https://tgstat.ru/channel/@start_sweronika_rabota";""
"5763";"1 155";"Tsoy1vMLM";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Tsoy1vMLM";"https://tgstat.ru/channel/@Tsoy1vMLM";""
"5764";"1 155";"batyrevcamp";"Канал";"N/A";"18 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/batyrevcamp";"https://tgstat.ru/channel/@batyrevcamp";""
"5765";"1 154";"done_coach";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/done_coach";"https://tgstat.ru/channel/@done_coach";""
"5766";"1 154";"alister_club";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/alister_club";"https://tgstat.ru/channel/@alister_club";""
"5767";"1 154";"rngs_plus";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/rngs_plus";"https://tgstat.ru/channel/@rngs_plus";""
"5768";"1 154";"thedayofrussianfashion";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/thedayofrussianfashion";"https://tgstat.ru/channel/@thedayofrussianfashion";""
"5769";"1 153";"riverapeople";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/riverapeople";"https://tgstat.ru/channel/@riverapeople";""
"5770";"1 152";"zastupnikbiz69";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/zastupnikbiz69";"https://tgstat.ru/channel/@zastupnikbiz69";""
"5771";"1 152";"YSDKOyl1KBjNjRi";"Канал";"N/A";"30 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/YSDKOyl1KBjNjRi";"https://tgstat.ru/channel/@YSDKOyl1KBjNjRi";""
"5772";"1 152";"SvoyaKomnataTeam";"Канал";"N/A";"11 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/SvoyaKomnataTeam";"https://tgstat.ru/channel/@SvoyaKomnataTeam";""
"5773";"1 152";"snolya_biz";"Канал";"N/A";"12 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/snolya_biz";"https://tgstat.ru/channel/@snolya_biz";""
"5774";"1 152";"nuomi_russia";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/nuomi_russia";"https://tgstat.ru/channel/@nuomi_russia";""
"5775";"1 151";"zalog_doveriya";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/zalog_doveriya";"https://tgstat.ru/channel/@zalog_doveriya";""
"5776";"1 151";"zametki_na_polyah";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/zametki_na_polyah";"https://tgstat.ru/channel/@zametki_na_polyah";""
"5777";"1 151";"steadycontrolhoreca";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/steadycontrolhoreca";"https://tgstat.ru/channel/@steadycontrolhoreca";""
